business_id,user_name,user_location,has_image,friends_count,reviews_count,photos_count,rating,review_date,language,review_text
t5RIuLUvE5fxr0TaRWxeQg,Leandro B.,"Philadelphia, Vereinigte Staaten",False,0,0,0,4.0 Sterne,9.1.2015,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
YIdYc6tQIFRJPNIaPBupYQ,Maryann J.,"Philadelphia, Vereinigte Staaten",True,0,1,0,1.0 Sterne,16.10.2019,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
YIdYc6tQIFRJPNIaPBupYQ,Michelle E.,"Philadelphia, Vereinigte Staaten",False,0,0,0,4.0 Sterne,9.2.2016,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
j99PtxlKTW_u5alE4jiqHQ,Jack R.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,15.1.2023,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
j99PtxlKTW_u5alE4jiqHQ,Jack R.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,9.1.2023,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
j99PtxlKTW_u5alE4jiqHQ,Mike M.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,16.5.2022,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
j99PtxlKTW_u5alE4jiqHQ,Dave L.,"Philadelphia, Vereinigte Staaten",False,2,2,0,5.0 Sterne,16.8.2018,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
j99PtxlKTW_u5alE4jiqHQ,x o.,"Philadelphia, Vereinigte Staaten",False,0,0,0,5.0 Sterne,1.4.2010,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
bSWL0YxfawjS03_g2kgujA,Anthony F.,"Philadelphia, Vereinigte Staaten",False,8,43,1 Foto,1.0 Sterne,22.10.2012,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
bSWL0YxfawjS03_g2kgujA,Ashley M.,"Philadelphia, Vereinigte Staaten",False,0,0,0,5.0 Sterne,22.12.2009,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
eLbKuFpCtHEjCkoWkDDk7g,Donny B.,"Houston, Vereinigte Staaten",False,0,0,0,4.0 Sterne,9.9.2021,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
CinrOH8rMB2hEvPY_iFOHA,Veronica S.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,25.3.2009,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
E1gf1YIWOo1BgzMUwJtEZg,Scarlet W.,"Los Angeles, Vereinigte Staaten",False,0,0,0,4.0 Sterne,10.12.2020,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
u7_3L1NBWgxhBM_B-cmmnA,David P.,"Scarborough, Vereinigte Staaten",False,0,26,0,1.0 Sterne,30.7.2020,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
u7_3L1NBWgxhBM_B-cmmnA,Angelica Z.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,14.7.2020,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
u7_3L1NBWgxhBM_B-cmmnA,Josh P.,"Carlsbad, Vereinigte Staaten",False,0,0,0,5.0 Sterne,28.8.2021,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
x1CpCXik31TwTtMPMcrcug,Amber W.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,25.1.2019,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
x1CpCXik31TwTtMPMcrcug,Amber W.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,24.1.2019,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
x1CpCXik31TwTtMPMcrcug,Amber W.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,21.1.2019,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
wUnLSg_GKfEIQ5CQQ770_g,Dana D.,"Wildwood Crest, Vereinigte Staaten",True,57,4,0,1.0 Sterne,18.8.2021,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
wUnLSg_GKfEIQ5CQQ770_g,Dana D.,"Wildwood Crest, Vereinigte Staaten",True,57,4,0,1.0 Sterne,12.8.2021,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
wUnLSg_GKfEIQ5CQQ770_g,Garrett M.,"Clearwater, Vereinigte Staaten",False,0,0,0,1.0 Sterne,23.2.2010,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
wUnLSg_GKfEIQ5CQQ770_g,Nugenix S.,"Salt Lake City, Vereinigte Staaten",False,0,0,0,4.0 Sterne,12.2.2013,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
wUnLSg_GKfEIQ5CQQ770_g,Josh P.,"Carlsbad, Vereinigte Staaten",False,0,0,0,5.0 Sterne,28.8.2021,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
wUnLSg_GKfEIQ5CQQ770_g,Sherry H.,"Allentown, Vereinigte Staaten",False,0,0,0,5.0 Sterne,8.6.2016,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
wUnLSg_GKfEIQ5CQQ770_g,Jeff A.,"Philadelphia, Vereinigte Staaten",False,0,0,0,5.0 Sterne,20.12.2012,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
wUnLSg_GKfEIQ5CQQ770_g,Alex S.,"Los Angeles, Vereinigte Staaten",False,0,0,0,5.0 Sterne,3.6.2012,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
wUnLSg_GKfEIQ5CQQ770_g,Tricia B.,"Cambridge, Vereinigte Staaten",False,0,0,0,5.0 Sterne,18.12.2009,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
DRr5xdfHtqgWfhmdTU1B8Q,Tara P.,"Philadelphia, Vereinigte Staaten",True,1,2,0,1.0 Sterne,24.6.2017,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
DRr5xdfHtqgWfhmdTU1B8Q,Hugh M.,"Philadelphia, Vereinigte Staaten",True,1,1,0,1.0 Sterne,24.6.2017,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
DRr5xdfHtqgWfhmdTU1B8Q,Leonard p.,"Lower Merion, Vereinigte Staaten",False,1,2,0,1.0 Sterne,30.1.2015,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
DRr5xdfHtqgWfhmdTU1B8Q,Dave F.,"Philadelphia, Vereinigte Staaten",False,5,0,18 Fotos,1.0 Sterne,7.12.2010,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
DRr5xdfHtqgWfhmdTU1B8Q,Dave F.,"Philadelphia, Vereinigte Staaten",False,2,0,2 Fotos,1.0 Sterne,3.11.2010,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
DRr5xdfHtqgWfhmdTU1B8Q,Dave F.,"Philadelphia, Vereinigte Staaten",False,2,0,2 Fotos,1.0 Sterne,3.9.2010,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
DRr5xdfHtqgWfhmdTU1B8Q,Jessica C.,"Philadelphia, Vereinigte Staaten",True,9,38,3 Fotos,1.0 Sterne,27.2.2010,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
DRr5xdfHtqgWfhmdTU1B8Q,Sharon K.,"Philadelphia, Vereinigte Staaten",False,0,0,0,4.0 Sterne,22.9.2012,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
DRr5xdfHtqgWfhmdTU1B8Q,linda b.,"Philadelphia, Vereinigte Staaten",True,8,7,0,5.0 Sterne,24.7.2010,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
LfrCUDzg66jncxLvNxBnlg,Unknown U.,"Center City, Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,24.4.2019,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
LfrCUDzg66jncxLvNxBnlg,Catherine S.,"Center City, Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,24.4.2019,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
LfrCUDzg66jncxLvNxBnlg,Jeff S.,"Philadelphia, Vereinigte Staaten",True,116,6,0,1.0 Sterne,24.4.2019,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
Su_KoRa64akK19myzyK3xA,Gregory G.,"Philadelphia, Vereinigte Staaten",False,0,0,0,4.0 Sterne,12.2.2015,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
uKAbrDSJJzZliY1Yqu5KxQ,Frank M.,"Philadelphia, Vereinigte Staaten",False,0,0,0,5.0 Sterne,18.8.2016,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
y_JZFlF-4fwSIn4RJ2vMGw,Brad P.,"Johnston, Vereinigte Staaten",True,1675,1121,97 Fotos,1.0 Sterne,29.4.2013,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
y_JZFlF-4fwSIn4RJ2vMGw,Sonny R.,"Los Angeles, Vereinigte Staaten",False,0,0,0,5.0 Sterne,29.6.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
AlxnbBd2JNkozNvI0OvRLQ,Donnie J.,"Philadelphia, Vereinigte Staaten",True,0,0,1 Foto,1.0 Sterne,6.12.2016,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
AlxnbBd2JNkozNvI0OvRLQ,Richard S. M.,"Philadelphia, Vereinigte Staaten",False,0,0,0,5.0 Sterne,18.5.2023,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
3lBooCffgkW7tVSG5kILBA,Karen H.,"Philadelphia, Vereinigte Staaten",True,7,4,15 Fotos,4.0 Sterne,9.12.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
ldr7iDtxFXX-q7tJuXqlGQ,Heather F.,"Philadelphia, Vereinigte Staaten",False,2,2,0,1.0 Sterne,2.1.2013,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
ldr7iDtxFXX-q7tJuXqlGQ,Dentist J.,"Harker Heights, Vereinigte Staaten",False,0,0,0,3.0 Sterne,17.7.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
dIuZ9SDAkiFzg1yuA8RkeA,Susan H.,"Philadelphia, Vereinigte Staaten",False,0,0,0,5.0 Sterne,26.12.2014,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
V6nHZ__onRImXrX0u5Mu8w,Easyy P.,"Center City, Philadelphia, Vereinigte Staaten",False,0,31,0,1.0 Sterne,6.7.2017,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
PBjjuAkc9QX2UWMc3RWXQQ,John F.,"Los Angeles, Vereinigte Staaten",False,0,0,0,5.0 Sterne,28.6.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
EI2_OgANt1Mb_83cNnpPwg,Charisse M.,"Bala Cynwyd, Vereinigte Staaten",False,0,0,0,3.0 Sterne,14.10.2009,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
uAJ_rq4ZQUgERalFBO_zlQ,Wywy P.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,8.12.2015,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
uAJ_rq4ZQUgERalFBO_zlQ,Happy S.,"King of Prussia, Vereinigte Staaten",True,18,19,12 Fotos,1.0 Sterne,29.9.2015,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
uAJ_rq4ZQUgERalFBO_zlQ,Aiden D.,"Cheltenham, Vereinigte Staaten",False,0,0,0,2.0 Sterne,18.12.2012,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
uAJ_rq4ZQUgERalFBO_zlQ,Justin C.,"Woodlyn, Vereinigte Staaten",False,0,0,0,3.0 Sterne,28.6.2014,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
uAJ_rq4ZQUgERalFBO_zlQ,Cre B.,"Philadelphia, Vereinigte Staaten",True,108,21,74 Fotos,3.0 Sterne,4.2.2014,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
lOdf3USy1JvVP-1mWjhDSQ,YelpHatesMe Y.,"Philadelphia, Vereinigte Staaten",True,34,302,39 Fotos,1.0 Sterne,24.1.2014,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
Jq65KuNzC_Uee3TJB9Xv-Q,George Z.,"Clifton Heights, Vereinigte Staaten",False,0,1,0,1.0 Sterne,23.12.2017,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
Jq65KuNzC_Uee3TJB9Xv-Q,Kaadh F.,"Birmingham, Vereinigte Staaten",False,0,0,0,1.0 Sterne,30.6.2017,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
Jq65KuNzC_Uee3TJB9Xv-Q,SouthPhilly -.,"Philadelphia, Vereinigte Staaten",True,177,360,419 Fotos,3.0 Sterne,24.3.2012,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
0-JRAY0LpBazDuA9761U5w,David P.,"Scarborough, Vereinigte Staaten",False,0,26,0,1.0 Sterne,30.7.2020,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
0-JRAY0LpBazDuA9761U5w,Amelia T.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,15.2.2020,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
F96zZwm8zAMxUB2DvLkmEA,Monica G.,"Philadelphia, Vereinigte Staaten",False,0,0,0,5.0 Sterne,22.8.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
8CbJAKgVEALPbYcQTzhkvA,Harriett G.,"Boston, Vereinigte Staaten",False,0,0,0,3.0 Sterne,12.10.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
8xTHtLoNIwdpf0FEvIpQIw,Steve P.,"Boston, Vereinigte Staaten",False,0,2,0,4.0 Sterne,25.5.2012,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Jack R.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,15.1.2023,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Jack R.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,9.1.2023,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Nadia S.,"Philadelphia, Vereinigte Staaten",False,0,0,0,2.0 Sterne,19.2.2022,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Nadia S.,"Philadelphia, Vereinigte Staaten",False,0,0,0,2.0 Sterne,19.2.2022,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Nadia S.,"Philadelphia, Vereinigte Staaten",False,0,0,0,2.0 Sterne,14.2.2022,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Nadia S.,"Philadelphia, Vereinigte Staaten",False,0,0,0,2.0 Sterne,14.2.2022,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Nadia S.,"Philadelphia, Vereinigte Staaten",False,0,0,0,2.0 Sterne,12.2.2022,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Nadia S.,"Philadelphia, Vereinigte Staaten",False,0,0,0,2.0 Sterne,12.2.2022,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Nadia S.,"Philadelphia, Vereinigte Staaten",False,0,0,0,2.0 Sterne,5.2.2022,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Nadia S.,"Philadelphia, Vereinigte Staaten",False,0,0,0,2.0 Sterne,27.1.2022,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Candie C.,"Philadelphia, Vereinigte Staaten",False,0,0,0,4.0 Sterne,30.11.2015,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Francisco P.,"Philadelphia, Vereinigte Staaten",False,0,0,0,4.0 Sterne,24.2.2015,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,James G.,"Philadelphia, Vereinigte Staaten",False,0,0,0,4.0 Sterne,9.12.2014,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
yYG2XDKCaf5yOLgJSKMw6g,Martin G.,"Indianola, Vereinigte Staaten",False,0,0,0,4.0 Sterne,9.12.2014,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
L4kfcADLCU4T33i7Z0CkuA,Clark K.,"Philadelphia, Vereinigte Staaten",True,0,0,0,1.0 Sterne,2.12.2014,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
L4kfcADLCU4T33i7Z0CkuA,Larry F.,"King of Prussia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,21.11.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
L4kfcADLCU4T33i7Z0CkuA,Linh Q.,"Philadelphia, Vereinigte Staaten",False,0,0,0,3.0 Sterne,23.7.2013,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
L4kfcADLCU4T33i7Z0CkuA,l.navin j.,"Bellamy, Vereinigte Staaten",False,0,0,0,3.0 Sterne,9.3.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
L4kfcADLCU4T33i7Z0CkuA,Edward M.,"Benezette, Vereinigte Staaten",False,0,0,0,4.0 Sterne,27.7.2018,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
L4kfcADLCU4T33i7Z0CkuA,Corbett W.,"Cabo Rojo, Puerto Rico",False,1,0,0,4.0 Sterne,16.3.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
L4kfcADLCU4T33i7Z0CkuA,Holly W.,"WOODLAND HILLS, Vereinigte Staaten",False,0,0,0,5.0 Sterne,2.12.2012,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
obeaMfZrrJbe6pO5L0v91w,Linh Q.,"Philadelphia, Vereinigte Staaten",False,0,0,0,5.0 Sterne,5.8.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
jPbv87mQlX4jZTHogK7_Xg,Karen H.,"Philadelphia, Vereinigte Staaten",True,7,4,15 Fotos,5.0 Sterne,9.12.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
jPbv87mQlX4jZTHogK7_Xg,Rachel S.,"Philadelphia, Vereinigte Staaten",False,0,0,0,5.0 Sterne,18.10.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
xYm4-lEjgMkQWxrQLWXVpQ,Bill P.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,29.4.2016,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
3966MAWoL1GbB8Zjvspx1g,James A.,"Philadelphia, Vereinigte Staaten",False,0,0,0,5.0 Sterne,15.5.2012,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
vF_QwGltBpVesMMGclzB9Q,Mike M.,"Philadelphia, Vereinigte Staaten",False,0,0,0,1.0 Sterne,12.4.2020,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
vF_QwGltBpVesMMGclzB9Q,Paul L.,"Mt Laurel, Vereinigte Staaten",False,10,0,0,1.0 Sterne,8.10.2012,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
vF_QwGltBpVesMMGclzB9Q,lisa g.,"Philadelphia, Vereinigte Staaten",False,0,45,0,2.0 Sterne,12.10.2012,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
vF_QwGltBpVesMMGclzB9Q,Darin S.,"Waynesburg, Vereinigte Staaten",False,0,0,0,4.0 Sterne,15.8.2018,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
RUfWgnSSQKjRNBpK0wSxfg,Southphillyandproud P.,"Philadelphia, Vereinigte Staaten",False,0,2,0,1.0 Sterne,13.5.2013,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
RUfWgnSSQKjRNBpK0wSxfg,Jeanette D.,"Bryn Mawr, Vereinigte Staaten",False,0,0,0,1.0 Sterne,20.4.2011,en,Dieser Beitrag wurde wegen Verstoßes gegen unsere Nutzungsbedingungen entfernt
